	index	i	id	isParent	name	level	pid	pname
381	38	2	A020303	True	生产税净额	2	A0203	收入法地区生产总值
382	39	3	A020304	True	固定资产折旧	2	A0203	收入法地区生产总值
383	40	4	A020305	True	营业盈余	2	A0203	收入法地区生产总值
384	41	0	A020401	True	支出法生产总值	2	A0204	支出法地区生产总值
385	42	1	A020402	True	最终消费	2	A0204	支出法地区生产总值
386	43	2	A020403	True	居民消费	2	A0204	支出法地区生产总值
387	44	3	A020405	True	城镇居民消费	2	A0204	支出法地区生产总值
388	45	4	A020404	True	农村居民消费	2	A0204	支出法地区生产总值
389	46	5	A020406	True	政府消费	2	A0204	支出法地区生产总值
390	47	6	A020407	True	资本形成总额	2	A0204	支出法地区生产总值
391	48	7	A020408	True	固定资本形成总额	2	A0204	支出法地区生产总值
392	49	8	A020409	True	存货增加	2	A0204	支出法地区生产总值
393	50	9	A02040A	True	货物和服务净流出	2	A0204	支出法地区生产总值
394	51	10	A02040B	True	最终消费率	2	A0204	支出法地区生产总值
395	52	11	A02040C	True	资本形成率	2	A0204	支出法地区生产总值
396	53	0	A020501	True	居民消费水平	2	A0205	居民消费水平
397	54	1	A020503	True	城镇居民消费水平	2	A0205	居民消费水平
398	55	2	A020502	True	农村居民消费水平	2	A0205	居民消费水平
399	56	3	A020504	True	居民消费水平指数(上年=100)	2	A0205	居民消费水平
400	57	4	A020506	True	城镇居民消费水平指数(上年=100)	2	A0205	居民消费水平
401	58	5	A020505	True	农村居民消费水平指数(上年=100)	2	A0205	居民消费水平
402	59	0	A030101	True	年末常住人口	2	A0301	总人口
403	60	1	A030102	True	城镇人口	2	A0301	总人口
404	61	2	A030103	True	乡村人口	2	A0301	总人口
405	62	0	A030201	True	人口出生率	2	A0302	人口出生率、死亡率和自然增长率
406	63	1	A030202	True	人口死亡率	2	A0302	人口出生率、死亡率和自然增长率
407	64	2	A030203	True	人口自然增长率	2	A0302	人口出生率、死亡率和自然增长率
408	65	0	A030301	True	平均预期寿命	2	A0303	人口平均预期寿命
409	66	1	A030302	True	男性平均预期寿命	2	A0303	人口平均预期寿命
410	67	2	A030303	True	女性平均预期寿命	2	A0303	人口平均预期寿命
411	68	0	A030801	False	人口数(人口抽样调查)	2	A0308	人口抽样调查样本数据
412	69	1	A030802	False	户数、户人口及户规模(人口抽样调查)	2	A0308	人口抽样调查样本数据
413	70	2	A030803	False	按户口登记状况分人口数(人口抽样调查)	2	A0308	人口抽样调查样本数据
414	71	3	A030804	False	人口年龄构成和抚养比(人口抽样调查)	2	A0308	人口抽样调查样本数据
415	72	4	A030805	False	按婚姻状况分人口数(人口抽样调查)	2	A0308	人口抽样调查样本数据
416	73	5	A030806	False	按受教育程度分人口数(人口抽样调查)	2	A0308	人口抽样调查样本数据
417	74	6	A030807	False	15岁及以上文盲人口(人口抽样调查)	2	A0308	人口抽样调查样本数据
418	75	7	A030808	False	按家庭户规模分的户数(人口抽样调查)	2	A0308	人口抽样调查样本数据
419	76	0	A040101	True	城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
420	77	1	A040102	True	农林牧渔业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
421	78	2	A040103	True	采矿业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
422	79	3	A040104	True	制造业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
423	80	4	A040105	True	电力、热力、燃气及水生产和供应业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
424	81	5	A040106	True	建筑业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
425	82	6	A040107	True	交通运输、仓储和邮政业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
426	83	7	A040108	True	信息传输、软件和信息技术服务业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
427	84	8	A040109	True	批发和零售业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
428	85	9	A04010A	True	住宿和餐饮业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
429	86	10	A04010B	True	金融业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
430	87	11	A04010C	True	房地产业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
431	88	12	A04010D	True	租赁和商务服务业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
432	89	13	A04010E	True	科学研究和技术服务业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
433	90	14	A04010F	True	水利、环境和公共设施管理业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
434	91	15	A04010G	True	居民服务、修理和其他服务业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
435	92	16	A04010H	True	教育业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
436	93	17	A04010I	True	卫生和社会工作城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
437	94	18	A04010J	True	文化、体育和娱乐业城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
438	95	19	A04010K	True	公共管理、社会保障和社会组织城镇单位就业人员	2	A0401	按行业分城镇单位就业人员
439	96	0	A040201	True	私营企业和个体就业人员	2	A0402	按行业分私营企业和个体就业人员
440	97	1	A040202	True	制造业私营企业和个体就业人员	2	A0402	按行业分私营企业和个体就业人员
441	98	2	A040203	True	建筑业私营企业和个体就业人员	2	A0402	按行业分私营企业和个体就业人员
442	99	3	A040204	True	交通运输、仓储和邮政业私营企业和个体就业人员	2	A0402	按行业分私营企业和个体就业人员
443	100	4	A040205	True	批发和零售业私营企业和个体就业人员	2	A0402	按行业分私营企业和个体就业人员
444	101	5	A040206	True	住宿和餐饮业私营企业和个体就业人员	2	A0402	按行业分私营企业和个体就业人员
445	102	6	A040207	True	租赁和商务服务业私营企业和个体就业人员	2	A0402	按行业分私营企业和个体就业人员
446	103	7	A040208	True	居民服务和其他服务业私营企业和个体就业人员	2	A0402	按行业分私营企业和个体就业人员
447	104	0	A040301	True	城镇私营企业和个体就业人员	2	A0403	按行业分城镇私营企业和个体就业人员
448	105	1	A040302	True	制造业城镇私营企业和个体就业人员	2	A0403	按行业分城镇私营企业和个体就业人员
449	106	2	A040303	True	建筑业城镇私营企业和个体就业人员	2	A0403	按行业分城镇私营企业和个体就业人员
450	107	3	A040304	True	交通运输、仓储和邮政业城镇私营企业和个体就业人员	2	A0403	按行业分城镇私营企业和个体就业人员
451	108	4	A040305	True	批发和零售业城镇私营企业和个体就业人员	2	A0403	按行业分城镇私营企业和个体就业人员
452	109	5	A040306	True	住宿和餐饮业城镇私营企业和个体就业人员	2	A0403	按行业分城镇私营企业和个体就业人员
453	110	6	A040307	True	租赁和商务服务业城镇私营企业和个体就业人员	2	A0403	按行业分城镇私营企业和个体就业人员
454	111	7	A040308	True	居民服务和其他服务业城镇私营企业和个体就业人员	2	A0403	按行业分城镇私营企业和个体就业人员
455	112	0	A040401	True	私营企业户数	2	A0404	私营企业就业人员
456	113	1	A040402	True	私营企业就业人数	2	A0404	私营企业就业人员
457	114	2	A040403	True	私营企业投资者就业人数	2	A0404	私营企业就业人员
458	115	3	A040404	True	城镇私营企业就业人数	2	A0404	私营企业就业人员
459	116	4	A040405	True	城镇私营企业投资者就业人数	2	A0404	私营企业就业人员
460	117	5	A040406	True	乡村私营企业就业人数	2	A0404	私营企业就业人员
461	118	6	A040407	True	乡村私营企业投资者就业人数	2	A0404	私营企业就业人员
462	119	0	A040501	True	个体户数	2	A0405	个体就业人员
463	120	1	A040502	True	个体就业人数	2	A0405	个体就业人员
464	121	2	A040503	True	城镇就业人数	2	A0405	个体就业人员
465	122	3	A040504	True	乡村个体就业人数	2	A0405	个体就业人员
466	123	0	A040601	True	城镇单位就业人员工资总额	2	A0406	城镇单位就业人员工资总额和指数
467	124	1	A040602	True	国有城镇单位就业人员工资总额	2	A0406	城镇单位就业人员工资总额和指数
468	125	2	A040603	True	城镇集体单位就业人员工资总额	2	A0406	城镇单位就业人员工资总额和指数
469	126	3	A040604	True	其他城镇单位就业人员工资总额	2	A0406	城镇单位就业人员工资总额和指数
470	127	4	A040605	True	城镇单位就业人员工资总额指数(上年=100)	2	A0406	城镇单位就业人员工资总额和指数
471	128	5	A040606	True	国有城镇单位就业人员工资总额指数(上年=100)	2	A0406	城镇单位就业人员工资总额和指数
472	129	6	A040607	True	城镇集体单位就业人员工资总额指数(上年=100)	2	A0406	城镇单位就业人员工资总额和指数
473	130	7	A040608	True	其他城镇单位就业人员工资总额指数(上年=100)	2	A0406	城镇单位就业人员工资总额和指数
474	131	0	A040701	True	城镇单位就业人员平均工资	2	A0407	城镇单位就业人员平均工资和指数
475	132	1	A040702	True	城镇单位在岗职工平均工资	2	A0407	城镇单位就业人员平均工资和指数
476	133	2	A040703	True	城镇国有单位就业人员平均工资	2	A0407	城镇单位就业人员平均工资和指数
477	134	3	A040704	True	城镇集体单位就业人员平均工资	2	A0407	城镇单位就业人员平均工资和指数
478	135	4	A040705	True	城镇其他单位就业人员平均工资	2	A0407	城镇单位就业人员平均工资和指数
479	136	5	A040706	True	城镇单位就业人员平均货币工资指数(上年=100)	2	A0407	城镇单位就业人员平均工资和指数
480	137	6	A040707	True	城镇单位在岗职工平均货币工资指数(上年=100)	2	A0407	城镇单位就业人员平均工资和指数
481	138	7	A040708	True	国有城镇单位就业人员平均货币工资指数(上年=100)	2	A0407	城镇单位就业人员平均工资和指数
482	139	8	A040709	True	城镇集体单位就业人员平均货币工资指数(上年=100)	2	A0407	城镇单位就业人员平均工资和指数
483	140	9	A04070A	True	其他城镇单位就业人员平均货币工资指数(上年=100)	2	A0407	城镇单位就业人员平均工资和指数
484	141	10	A04070B	True	城镇单位就业人员平均实际工资指数(上年=100)	2	A0407	城镇单位就业人员平均工资和指数
485	142	11	A04070C	True	城镇单位在岗职工平均实际工资指数(上年=100)	2	A0407	城镇单位就业人员平均工资和指数
486	143	12	A04070D	True	国有城镇单位就业人员平均实际工资指数(上年=100)	2	A0407	城镇单位就业人员平均工资和指数
487	144	13	A04070E	True	城镇集体单位就业人员平均实际工资指数(上年=100)	2	A0407	城镇单位就业人员平均工资和指数
488	145	14	A04070F	True	其他城镇单位就业人员平均实际工资指数(上年=100)	2	A0407	城镇单位就业人员平均工资和指数
489	146	0	A040801	True	城镇单位就业人员平均工资	2	A0408	按登记注册类型分城镇单位就业人员平均工资
490	147	1	A040802	True	国有单位就业人员平均工资	2	A0408	按登记注册类型分城镇单位就业人员平均工资
491	148	2	A040803	True	城镇集体单位就业人员平均工资	2	A0408	按登记注册类型分城镇单位就业人员平均工资
492	149	3	A040804	True	股份合作单位就业人员平均工资	2	A0408	按登记注册类型分城镇单位就业人员平均工资
493	150	4	A040805	True	联营单位就业人员平均工资	2	A0408	按登记注册类型分城镇单位就业人员平均工资
494	151	5	A040806	True	有限责任公司就业人员平均工资	2	A0408	按登记注册类型分城镇单位就业人员平均工资
495	152	6	A040807	True	股份有限公司就业人员平均工资	2	A0408	按登记注册类型分城镇单位就业人员平均工资
496	153	7	A040808	True	其他单位就业人员平均工资	2	A0408	按登记注册类型分城镇单位就业人员平均工资
497	154	8	A040809	True	港、澳、台商投资单位就业人员平均工资	2	A0408	按登记注册类型分城镇单位就业人员平均工资
498	155	9	A04080A	True	外商投资单位就业人员平均工资	2	A0408	按登记注册类型分城镇单位就业人员平均工资
499	156	0	A040901	True	城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
500	157	1	A040902	True	农、林、牧、渔业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
501	158	2	A040903	True	采矿业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
502	159	3	A040904	True	制造业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
503	160	4	A040905	True	电力、燃气及水的生产和供应业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
504	161	5	A040906	True	建筑业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
505	162	6	A040907	True	交通运输、仓储和邮政业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
506	163	7	A040908	True	信息传输、计算机服务和软件业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
507	164	8	A040909	True	批发和零售业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
508	165	9	A04090A	True	住宿和餐饮业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
509	166	10	A04090B	True	金融业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
510	167	11	A04090C	True	房地产业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
511	168	12	A04090D	True	租赁和商务服务业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
512	169	13	A04090E	True	科学研究、技术服务和地质勘查业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
513	170	14	A04090F	True	水利、环境和公共设施管理业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
514	171	15	A04090G	True	居民服务和其他服务业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
515	172	16	A04090H	True	教育城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
516	173	17	A04090I	True	卫生、社会保障和社会福利业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
517	174	18	A04090J	True	文化、体育和娱乐业城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
518	175	19	A04090K	True	公共管理和社会组织城镇单位就业人员工资总额	2	A0409	按行业分城镇单位就业人员工资总额
519	176	0	A040A01	True	城镇单位就业人员平均工资	2	A040A	按行业分城镇单位就业人员平均工资
520	177	1	A040A02	True	农、林、牧、渔业城镇单位就业人员平均工资	2	A040A	按行业分城镇单位就业人员平均工资
521	178	2	A040A03	True	采矿业城镇单位就业人员平均工资	2	A040A	按行业分城镇单位就业人员平均工资
522	179	3	A040A04	True	制造业城镇单位就业人员平均工资	2	A040A	按行业分城镇单位就业人员平均工资
523	180	4	A040A05	True	电力、燃气及水的生产和供应业城镇单位就业人员平均工资	2	A040A	按行业分城镇单位就业人员平均工资
524	181	5	A040A06	True	建筑业城镇单位就业人员平均工资	2	A040A	按行业分城镇单位就业人员平均工资
525	182	6	A040A07	True	交通运输、仓储和邮政业城镇单位就业人员平均工资	2	A040A	按行业分城镇单位就业人员平均工资
526	183	7	A040A08	True	信息传输、计算机服务和软件业城镇单位就业人员平均工资	2	A040A	按行业分城镇单位就业人员平均工资
527	184	8	A040A09	True	批发和零售业城镇单位就业人员平均工资	2	A040A	按行业分城镇单位就业人员平均工资
