code	cname	dotcount	exp	ifshowcode	memo	name	nodesort	sortcode	tag	unit
A04010K	公共管理和社会组织城镇单位就业人员	2	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	公共管理和社会组织城镇单位就业人员	1	248		万人
A040201	私营企业和个体就业人员	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	私营企业和个体就业人员	1	250		万人
A040202	制造业私营企业和个体就业人员	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	制造业私营企业和个体就业人员	1	251		万人
A040203	建筑业私营企业和个体就业人员	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	建筑业私营企业和个体就业人员	1	252		万人
A040204	交通运输、仓储和邮政业私营企业和个体就业人员	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	交通运输、仓储和邮政业私营企业和个体就业人员	1	253		万人
A040205	批发和零售业私营企业和个体就业人员	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	批发和零售业私营企业和个体就业人员	1	254		万人
A040206	住宿和餐饮业私营企业和个体就业人员	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	住宿和餐饮业私营企业和个体就业人员	1	255		万人
A040207	租赁和商务服务业私营企业和个体就业人员	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	租赁和商务服务业私营企业和个体就业人员	1	256		万人
A040208	居民服务和其他服务业私营企业和个体就业人员	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	居民服务和其他服务业私营企业和个体就业人员	1	257		万人
A040301	城镇私营企业和个体就业人员	2	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	城镇私营企业和个体就业人员	1	259		万人
A040302	制造业城镇私营企业和个体就业人员	2	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	制造业城镇私营企业和个体就业人员	1	260		万人
