	指标	地区	年	数据	行业	行业指标
329	采矿业城镇单位就业人员	天津市	2009	9.2698	采矿业	人员
330	采矿业城镇单位就业人员	河北省	2018		采矿业	人员
331	采矿业城镇单位就业人员	河北省	2017	19.8094	采矿业	人员
332	采矿业城镇单位就业人员	河北省	2016	22.7719	采矿业	人员
333	采矿业城镇单位就业人员	河北省	2015	24.6381	采矿业	人员
334	采矿业城镇单位就业人员	河北省	2014	27.2604	采矿业	人员
335	采矿业城镇单位就业人员	河北省	2013	28.2686	采矿业	人员
336	采矿业城镇单位就业人员	河北省	2012	28.7978	采矿业	人员
337	采矿业城镇单位就业人员	河北省	2011	28.416999999999998	采矿业	人员
338	采矿业城镇单位就业人员	河北省	2010	27.8	采矿业	人员
339	采矿业城镇单位就业人员	河北省	2009	27.0216	采矿业	人员
340	采矿业城镇单位就业人员	山西省	2018		采矿业	人员
341	采矿业城镇单位就业人员	山西省	2017	89.3162	采矿业	人员
342	采矿业城镇单位就业人员	山西省	2016	91.0853	采矿业	人员
343	采矿业城镇单位就业人员	山西省	2015	95.3335	采矿业	人员
344	采矿业城镇单位就业人员	山西省	2014	98.5224	采矿业	人员
345	采矿业城镇单位就业人员	山西省	2013	103.0136	采矿业	人员
346	采矿业城镇单位就业人员	山西省	2012	90.2565	采矿业	人员
347	采矿业城镇单位就业人员	山西省	2011	85.7	采矿业	人员
348	采矿业城镇单位就业人员	山西省	2010	79.6	采矿业	人员
349	采矿业城镇单位就业人员	山西省	2009	75.0272	采矿业	人员
350	采矿业城镇单位就业人员	内蒙古自治区	2018		采矿业	人员
351	采矿业城镇单位就业人员	内蒙古自治区	2017	14.1488	采矿业	人员
352	采矿业城镇单位就业人员	内蒙古自治区	2016	16.5778	采矿业	人员
353	采矿业城镇单位就业人员	内蒙古自治区	2015	17.9088	采矿业	人员
354	采矿业城镇单位就业人员	内蒙古自治区	2014	20.3776	采矿业	人员
355	采矿业城镇单位就业人员	内蒙古自治区	2013	21.541	采矿业	人员
356	采矿业城镇单位就业人员	内蒙古自治区	2012	21.4738	采矿业	人员
357	采矿业城镇单位就业人员	内蒙古自治区	2011	20.5471	采矿业	人员
358	采矿业城镇单位就业人员	内蒙古自治区	2010	18.5	采矿业	人员
359	采矿业城镇单位就业人员	内蒙古自治区	2009	17.8762	采矿业	人员
360	采矿业城镇单位就业人员	辽宁省	2018		采矿业	人员
361	采矿业城镇单位就业人员	辽宁省	2017	23.6861	采矿业	人员
362	采矿业城镇单位就业人员	辽宁省	2016	24.7401	采矿业	人员
363	采矿业城镇单位就业人员	辽宁省	2015	28.7466	采矿业	人员
364	采矿业城镇单位就业人员	辽宁省	2014	31.2939	采矿业	人员
365	采矿业城镇单位就业人员	辽宁省	2013	34.0321	采矿业	人员
366	采矿业城镇单位就业人员	辽宁省	2012	32.5541	采矿业	人员
367	采矿业城镇单位就业人员	辽宁省	2011	33.0724	采矿业	人员
368	采矿业城镇单位就业人员	辽宁省	2010	35.2	采矿业	人员
369	采矿业城镇单位就业人员	辽宁省	2009	35.4627	采矿业	人员
370	采矿业城镇单位就业人员	吉林省	2018		采矿业	人员
371	采矿业城镇单位就业人员	吉林省	2017	12.2392	采矿业	人员
372	采矿业城镇单位就业人员	吉林省	2016	13.0708	采矿业	人员
373	采矿业城镇单位就业人员	吉林省	2015	14.0798	采矿业	人员
374	采矿业城镇单位就业人员	吉林省	2014	14.2788	采矿业	人员
375	采矿业城镇单位就业人员	吉林省	2013	15.3963	采矿业	人员
376	采矿业城镇单位就业人员	吉林省	2012	16.6393	采矿业	人员
377	采矿业城镇单位就业人员	吉林省	2011	14.7843	采矿业	人员
378	采矿业城镇单位就业人员	吉林省	2010	15.6	采矿业	人员
379	采矿业城镇单位就业人员	吉林省	2009	18.2677	采矿业	人员
380	采矿业城镇单位就业人员	黑龙江省	2018		采矿业	人员
381	采矿业城镇单位就业人员	黑龙江省	2017	25.5592	采矿业	人员
382	采矿业城镇单位就业人员	黑龙江省	2016	27.9101	采矿业	人员
383	采矿业城镇单位就业人员	黑龙江省	2015	31.8638	采矿业	人员
384	采矿业城镇单位就业人员	黑龙江省	2014	35.928000000000004	采矿业	人员
385	采矿业城镇单位就业人员	黑龙江省	2013	38.4127	采矿业	人员
386	采矿业城镇单位就业人员	黑龙江省	2012	41.3269	采矿业	人员
387	采矿业城镇单位就业人员	黑龙江省	2011	43.4887	采矿业	人员
388	采矿业城镇单位就业人员	黑龙江省	2010	42.2	采矿业	人员
389	采矿业城镇单位就业人员	黑龙江省	2009	42.8056	采矿业	人员
390	采矿业城镇单位就业人员	上海市	2018		采矿业	人员
391	采矿业城镇单位就业人员	上海市	2017	0.0545	采矿业	人员
392	采矿业城镇单位就业人员	上海市	2016	0.0523	采矿业	人员
393	采矿业城镇单位就业人员	上海市	2015	0.0615	采矿业	人员
394	采矿业城镇单位就业人员	上海市	2014	0.0594	采矿业	人员
395	采矿业城镇单位就业人员	上海市	2013	0.0526	采矿业	人员
396	采矿业城镇单位就业人员	上海市	2012	0.0542	采矿业	人员
397	采矿业城镇单位就业人员	上海市	2011	0.0535	采矿业	人员
398	采矿业城镇单位就业人员	上海市	2010	0.1	采矿业	人员
399	采矿业城镇单位就业人员	上海市	2009	0.0897	采矿业	人员
400	采矿业城镇单位就业人员	江苏省	2018		采矿业	人员
401	采矿业城镇单位就业人员	江苏省	2017	7.3175	采矿业	人员
402	采矿业城镇单位就业人员	江苏省	2016	8.5487	采矿业	人员
403	采矿业城镇单位就业人员	江苏省	2015	10.6039	采矿业	人员
404	采矿业城镇单位就业人员	江苏省	2014	11.7656	采矿业	人员
405	采矿业城镇单位就业人员	江苏省	2013	13.619000000000002	采矿业	人员
406	采矿业城镇单位就业人员	江苏省	2012	12.8306	采矿业	人员
407	采矿业城镇单位就业人员	江苏省	2011	12.8508	采矿业	人员
408	采矿业城镇单位就业人员	江苏省	2010	12.6	采矿业	人员
409	采矿业城镇单位就业人员	江苏省	2009	13.6706	采矿业	人员
410	采矿业城镇单位就业人员	浙江省	2018		采矿业	人员
411	采矿业城镇单位就业人员	浙江省	2017	0.4707	采矿业	人员
412	采矿业城镇单位就业人员	浙江省	2016	0.6039	采矿业	人员
413	采矿业城镇单位就业人员	浙江省	2015	0.6999	采矿业	人员
414	采矿业城镇单位就业人员	浙江省	2014	0.8562	采矿业	人员
415	采矿业城镇单位就业人员	浙江省	2013	0.9722	采矿业	人员
416	采矿业城镇单位就业人员	浙江省	2012	1.3956	采矿业	人员
417	采矿业城镇单位就业人员	浙江省	2011	1.5575	采矿业	人员
418	采矿业城镇单位就业人员	浙江省	2010	1.7	采矿业	人员
419	采矿业城镇单位就业人员	浙江省	2009	1.6593	采矿业	人员
420	采矿业城镇单位就业人员	安徽省	2018		采矿业	人员
421	采矿业城镇单位就业人员	安徽省	2017	20.26	采矿业	人员
422	采矿业城镇单位就业人员	安徽省	2016	23.0563	采矿业	人员
423	采矿业城镇单位就业人员	安徽省	2015	27.0442	采矿业	人员
424	采矿业城镇单位就业人员	安徽省	2014	31.3318	采矿业	人员
425	采矿业城镇单位就业人员	安徽省	2013	33.1031	采矿业	人员
426	采矿业城镇单位就业人员	安徽省	2012	34.6114	采矿业	人员
427	采矿业城镇单位就业人员	安徽省	2011	34.0343	采矿业	人员
428	采矿业城镇单位就业人员	安徽省	2010	32.1	采矿业	人员
429	采矿业城镇单位就业人员	安徽省	2009	30.3042	采矿业	人员
430	采矿业城镇单位就业人员	福建省	2018		采矿业	人员
431	采矿业城镇单位就业人员	福建省	2017	1.9869999999999999	采矿业	人员
432	采矿业城镇单位就业人员	福建省	2016	2.0674	采矿业	人员
433	采矿业城镇单位就业人员	福建省	2015	2.5034	采矿业	人员
434	采矿业城镇单位就业人员	福建省	2014	2.5258	采矿业	人员
435	采矿业城镇单位就业人员	福建省	2013	2.7679	采矿业	人员
436	采矿业城镇单位就业人员	福建省	2012	5.3174	采矿业	人员
437	采矿业城镇单位就业人员	福建省	2011	6.9121	采矿业	人员
438	采矿业城镇单位就业人员	福建省	2010	4.8	采矿业	人员
439	采矿业城镇单位就业人员	福建省	2009	5.1007	采矿业	人员
440	采矿业城镇单位就业人员	江西省	2018		采矿业	人员
441	采矿业城镇单位就业人员	江西省	2017	4.5907	采矿业	人员
442	采矿业城镇单位就业人员	江西省	2016	5.7787	采矿业	人员
443	采矿业城镇单位就业人员	江西省	2015	7.2117	采矿业	人员
444	采矿业城镇单位就业人员	江西省	2014	7.7688	采矿业	人员
445	采矿业城镇单位就业人员	江西省	2013	8.3298	采矿业	人员
446	采矿业城镇单位就业人员	江西省	2012	10.1209	采矿业	人员
447	采矿业城镇单位就业人员	江西省	2011	8.9664	采矿业	人员
448	采矿业城镇单位就业人员	江西省	2010	9.0	采矿业	人员
449	采矿业城镇单位就业人员	江西省	2009	8.4838	采矿业	人员
450	采矿业城镇单位就业人员	山东省	2018		采矿业	人员
451	采矿业城镇单位就业人员	山东省	2017	51.3391	采矿业	人员
452	采矿业城镇单位就业人员	山东省	2016	57.381	采矿业	人员
453	采矿业城镇单位就业人员	山东省	2015	64.5096	采矿业	人员
454	采矿业城镇单位就业人员	山东省	2014	71.1535	采矿业	人员
455	采矿业城镇单位就业人员	山东省	2013	74.6032	采矿业	人员
456	采矿业城镇单位就业人员	山东省	2012	78.8229	采矿业	人员
457	采矿业城镇单位就业人员	山东省	2011	73.4199	采矿业	人员
458	采矿业城镇单位就业人员	山东省	2010	66.8	采矿业	人员
459	采矿业城镇单位就业人员	山东省	2009	63.0909	采矿业	人员
460	采矿业城镇单位就业人员	河南省	2018		采矿业	人员
461	采矿业城镇单位就业人员	河南省	2017	40.2855	采矿业	人员
462	采矿业城镇单位就业人员	河南省	2016	45.1781	采矿业	人员
463	采矿业城镇单位就业人员	河南省	2015	51.6407	采矿业	人员
464	采矿业城镇单位就业人员	河南省	2014	56.3443	采矿业	人员
465	采矿业城镇单位就业人员	河南省	2013	62.5749	采矿业	人员
466	采矿业城镇单位就业人员	河南省	2012	63.0007	采矿业	人员
467	采矿业城镇单位就业人员	河南省	2011	63.669	采矿业	人员
468	采矿业城镇单位就业人员	河南省	2010	52.6	采矿业	人员
469	采矿业城镇单位就业人员	河南省	2009	53.3243	采矿业	人员
470	采矿业城镇单位就业人员	湖北省	2018		采矿业	人员
471	采矿业城镇单位就业人员	湖北省	2017	5.5124	采矿业	人员
472	采矿业城镇单位就业人员	湖北省	2016	6.4931	采矿业	人员
473	采矿业城镇单位就业人员	湖北省	2015	7.0793	采矿业	人员
474	采矿业城镇单位就业人员	湖北省	2014	7.7842	采矿业	人员
475	采矿业城镇单位就业人员	湖北省	2013	8.9496	采矿业	人员
476	采矿业城镇单位就业人员	湖北省	2012	11.9741	采矿业	人员
477	采矿业城镇单位就业人员	湖北省	2011	12.9826	采矿业	人员
478	采矿业城镇单位就业人员	湖北省	2010	9.9	采矿业	人员
479	采矿业城镇单位就业人员	湖北省	2009	8.8073	采矿业	人员
480	采矿业城镇单位就业人员	湖南省	2018		采矿业	人员
481	采矿业城镇单位就业人员	湖南省	2017	7.1491	采矿业	人员
482	采矿业城镇单位就业人员	湖南省	2016	8.1486	采矿业	人员
483	采矿业城镇单位就业人员	湖南省	2015	10.2625	采矿业	人员
484	采矿业城镇单位就业人员	湖南省	2014	12.5879	采矿业	人员
485	采矿业城镇单位就业人员	湖南省	2013	15.4984	采矿业	人员
486	采矿业城镇单位就业人员	湖南省	2012	15.1897	采矿业	人员
487	采矿业城镇单位就业人员	湖南省	2011	15.3472	采矿业	人员
488	采矿业城镇单位就业人员	湖南省	2010	15.4	采矿业	人员
489	采矿业城镇单位就业人员	湖南省	2009	15.0109	采矿业	人员
490	采矿业城镇单位就业人员	广东省	2018		采矿业	人员
491	采矿业城镇单位就业人员	广东省	2017	2.4535	采矿业	人员
492	采矿业城镇单位就业人员	广东省	2016	2.7882	采矿业	人员
493	采矿业城镇单位就业人员	广东省	2015	3.0225	采矿业	人员
494	采矿业城镇单位就业人员	广东省	2014	2.9903	采矿业	人员
495	采矿业城镇单位就业人员	广东省	2013	2.9402	采矿业	人员
496	采矿业城镇单位就业人员	广东省	2012	3.4437	采矿业	人员
497	采矿业城镇单位就业人员	广东省	2011	3.2113	采矿业	人员
498	采矿业城镇单位就业人员	广东省	2010	3.4	采矿业	人员
499	采矿业城镇单位就业人员	广东省	2009	3.3348	采矿业	人员
500	采矿业城镇单位就业人员	广西壮族自治区	2018		采矿业	人员
501	采矿业城镇单位就业人员	广西壮族自治区	2017	3.4253	采矿业	人员
502	采矿业城镇单位就业人员	广西壮族自治区	2016	3.1114	采矿业	人员
503	采矿业城镇单位就业人员	广西壮族自治区	2015	2.9982	采矿业	人员
504	采矿业城镇单位就业人员	广西壮族自治区	2014	3.7971	采矿业	人员
505	采矿业城镇单位就业人员	广西壮族自治区	2013	4.3566	采矿业	人员
506	采矿业城镇单位就业人员	广西壮族自治区	2012	5.2832	采矿业	人员
507	采矿业城镇单位就业人员	广西壮族自治区	2011	4.7463	采矿业	人员
508	采矿业城镇单位就业人员	广西壮族自治区	2010	4.4	采矿业	人员
509	采矿业城镇单位就业人员	广西壮族自治区	2009	4.3386	采矿业	人员
510	采矿业城镇单位就业人员	海南省	2018		采矿业	人员
511	采矿业城镇单位就业人员	海南省	2017	0.5008	采矿业	人员
512	采矿业城镇单位就业人员	海南省	2016	0.5326	采矿业	人员
513	采矿业城镇单位就业人员	海南省	2015	0.6362	采矿业	人员
514	采矿业城镇单位就业人员	海南省	2014	0.6955	采矿业	人员
515	采矿业城镇单位就业人员	海南省	2013	0.7946	采矿业	人员
516	采矿业城镇单位就业人员	海南省	2012	0.9792	采矿业	人员
517	采矿业城镇单位就业人员	海南省	2011	0.9974	采矿业	人员
518	采矿业城镇单位就业人员	海南省	2010	0.9	采矿业	人员
519	采矿业城镇单位就业人员	海南省	2009	0.8965	采矿业	人员
520	采矿业城镇单位就业人员	重庆市	2018		采矿业	人员
521	采矿业城镇单位就业人员	重庆市	2017	4.0503	采矿业	人员
522	采矿业城镇单位就业人员	重庆市	2016	5.6272	采矿业	人员
523	采矿业城镇单位就业人员	重庆市	2015	7.348	采矿业	人员
524	采矿业城镇单位就业人员	重庆市	2014	8.986	采矿业	人员
525	采矿业城镇单位就业人员	重庆市	2013	10.135	采矿业	人员
526	采矿业城镇单位就业人员	重庆市	2012	10.3873	采矿业	人员
527	采矿业城镇单位就业人员	重庆市	2011	10.4023	采矿业	人员
528	采矿业城镇单位就业人员	重庆市	2010	9.4	采矿业	人员
529	采矿业城镇单位就业人员	重庆市	2009	9.5343	采矿业	人员
